Price,Location,Square_Feet,Bedrooms,Bathrooms,Year_Built,Lot_Size,Neighborhood,City
504139,Central,1404,4,2,2015,4443,Hawthorne,San Francisco
524920,Northeast,2332,4,2,1993,4514,Greenwood,Portland
402560,Central,2049,4,3,2016,6305,Hawthorne,Seattle
339726,Northwest,2326,4,2,2006,4640,Brighton,San Francisco
436797,Southwest,2433,2,3,1991,5925,Capitol Hill,Portland
345782,Central,2713,4,2,2008,6802,Greenwood,San Jose
561070,Central,1597,4,2,1985,4202,Greenwood,Portland
410922,Southwest,1977,4,2,2002,6805,Capitol Hill,Portland
370774,Northwest,2371,5,2,1989,6771,Greenwood,Seattle
414774,Northwest,2508,5,3,2013,5842,Hawthorne,Portland
292229,Central,3077,4,3,1991,4884,Hawthorne,Portland
322270,Northeast,2582,4,2,2011,6032,Capitol Hill,San Francisco
496033,Central,2177,5,2,2005,5322,Greenwood,Seattle
347448,Southwest,1843,3,3,1986,4791,Brighton,San Francisco
316247,Southwest,1974,3,2,2011,5638,Capitol Hill,San Jose
442932,Southwest,1962,3,1,2012,4624,Hawthorne,Portland
494856,Central,2462,5,3,1997,4317,Hawthorne,Seattle
457516,Central,2302,4,1,2014,4956,Hawthorne,San Jose
479683,Northwest,1670,3,4,1999,3779,Brighton,Seattle
339456,Northeast,2025,5,3,2010,6698,Hawthorne,Portland
286255,Central,2551,4,2,1984,6016,Capitol Hill,Seattle
520106,Northwest,2340,5,2,2011,4639,Capitol Hill,Seattle
374185,Central,2427,2,2,2021,4990,Capitol Hill,San Francisco
379933,Northwest,2353,4,1,1998,6258,Hawthorne,Seattle
506255,Northwest,2850,4,4,1980,6773,Brighton,Seattle
444498,Northeast,2294,4,3,1986,5607,Brighton,San Francisco
436471,Central,2045,4,2,2001,5241,Hawthorne,Portland
573200,Northwest,1833,4,2,2013,3866,Greenwood,San Jose
348518,Southwest,2299,3,2,1989,5178,Greenwood,San Francisco
474227,Southwest,1223,4,1,2021,4361,Capitol Hill,Portland
404561,Southwest,2126,3,3,2005,4332,Brighton,Portland
421487,Northeast,2117,3,3,2011,6733,Hawthorne,San Jose
522277,Northwest,1654,2,2,2021,5382,Brighton,Portland
440626,Northeast,1828,3,2,2006,5640,Brighton,San Francisco
443063,Central,2523,3,3,1991,5906,Greenwood,Portland
485800,Central,2292,4,1,2019,5321,Brighton,San Jose
370803,Northwest,2240,4,3,2002,5567,Brighton,San Jose
332863,Southwest,2322,3,2,1993,5519,Hawthorne,San Francisco
316415,Northwest,2237,4,3,2013,5073,Hawthorne,San Francisco
242691,Northwest,2697,2,3,1996,5773,Brighton,Portland
564496,Northwest,2249,3,3,1985,5411,Brighton,San Jose
311743,Northeast,1616,4,4,2006,5588,Hawthorne,San Jose
382299,Central,2852,4,4,1987,5504,Greenwood,Portland
377854,Northwest,2348,4,3,2012,7455,Hawthorne,San Jose
424592,Northwest,1964,3,4,2014,6489,Hawthorne,San Francisco
465258,Northwest,1698,4,3,1996,6275,Hawthorne,San Francisco
468837,Northeast,2358,4,3,2005,5970,Hawthorne,Portland
353353,Northeast,2153,5,1,1986,5926,Hawthorne,Portland
386630,Northeast,2829,3,1,2003,5217,Greenwood,Portland
422606,Northwest,2061,4,3,2004,6620,Capitol Hill,San Francisco
380104,Southwest,1865,4,2,2014,5829,Hawthorne,San Francisco
528587,Southwest,2558,5,3,2005,6083,Hawthorne,San Jose
439277,Southwest,2570,3,2,1984,5206,Greenwood,San Francisco
458790,Central,2267,4,2,2017,4629,Capitol Hill,Portland
453030,Northwest,2470,3,3,2014,6635,Brighton,Seattle
493877,Southwest,2184,4,4,2009,5629,Greenwood,Seattle
414481,Southwest,2293,3,1,2004,5020,Hawthorne,Seattle
296253,Southwest,2665,2,3,2003,5842,Brighton,Seattle
431975,Northwest,2450,4,3,2009,5395,Greenwood,Seattle
347891,Southwest,2132,3,2,1999,7049,Brighton,San Francisco
357710,Southwest,2740,3,2,1982,5143,Greenwood,Portland
446909,Northwest,1254,3,1,2011,5946,Greenwood,Portland
499062,Central,3020,2,1,1987,6586,Brighton,San Jose
401701,Northeast,1517,5,2,2002,6155,Capitol Hill,Portland
424706,Southwest,1949,4,1,1995,6042,Brighton,San Jose
536177,Northeast,2183,4,2,2014,4993,Brighton,Portland
419260,Central,2141,3,3,2004,5616,Capitol Hill,San Jose
608134,Central,2602,5,2,1994,5961,Brighton,San Jose
445240,Southwest,1776,3,3,1987,5669,Capitol Hill,Portland
259138,Northwest,2304,4,2,2013,6981,Capitol Hill,Seattle
460267,Central,1968,3,3,2004,5334,Capitol Hill,Portland
430492,Northeast,2318,4,3,1998,5533,Hawthorne,Portland
503180,Northeast,2174,4,2,2022,8083,Greenwood,Seattle
453854,Northeast,2237,3,4,1992,6330,Hawthorne,Portland
388923,Northeast,1980,3,3,1991,4531,Greenwood,San Jose
302056,Central,1995,4,3,1994,5997,Hawthorne,Seattle
383278,Southwest,2314,3,3,2002,6293,Capitol Hill,Seattle
331958,Southwest,2577,2,2,2019,4698,Hawthorne,San Francisco
353558,Northeast,1960,3,2,1981,5199,Greenwood,San Jose
447086,Southwest,1852,4,1,2019,4308,Hawthorne,San Jose
533592,Northeast,2445,4,1,2002,5793,Brighton,Portland
431573,Northeast,2186,2,2,1984,3878,Brighton,Portland
304329,Northwest,2532,3,3,2013,4711,Capitol Hill,San Jose
435568,Central,1837,4,2,1989,4116,Hawthorne,San Jose
495730,Central,1488,4,4,2006,5828,Hawthorne,San Jose
351217,Northeast,1986,3,2,2021,5161,Greenwood,Portland
389278,Central,1893,4,2,1983,5897,Greenwood,San Jose
401175,Southwest,2168,3,2,1983,3664,Hawthorne,San Jose
337208,Northeast,1945,3,2,1987,4718,Greenwood,Seattle
451862,Northwest,2496,5,4,1985,6289,Brighton,San Jose
390324,Southwest,2084,5,3,2004,4349,Brighton,San Francisco
433562,Northwest,2260,3,1,2006,6522,Capitol Hill,Portland
329000,Northwest,2263,3,4,2019,5347,Brighton,Seattle
365003,Central,2277,3,3,1999,4663,Greenwood,San Jose
457790,Central,2190,2,1,2006,4726,Greenwood,San Jose
370173,Northeast,2404,2,3,1986,5714,Greenwood,Seattle
538157,Central,1881,3,3,2002,7694,Greenwood,Seattle
368029,Northwest,2759,5,2,1999,8217,Hawthorne,Seattle
417974,Northwest,2105,5,3,2013,4164,Hawthorne,San Francisco
474607,Southwest,1675,4,1,2008,6172,Hawthorne,San Francisco
286530,Northwest,2275,4,2,1984,7166,Hawthorne,Seattle
259135,Northeast,1859,2,1,2006,4254,Brighton,San Jose
277947,Northeast,2466,3,4,1991,4875,Greenwood,Portland
501006,Central,3083,2,3,1996,5790,Brighton,San Francisco
355851,Central,1885,4,2,2016,5540,Greenwood,Portland
604655,Central,2332,3,2,2013,4115,Hawthorne,Portland
354860,Northeast,1497,5,2,2009,6247,Brighton,San Francisco
414764,Northwest,2381,4,3,2015,5934,Greenwood,Portland
523368,Central,1845,3,1,1985,6441,Hawthorne,San Jose
560487,Southwest,1950,3,3,2011,6033,Capitol Hill,San Francisco
564920,Central,1759,4,4,2011,6027,Greenwood,San Francisco
496669,Northeast,2492,5,3,1988,5528,Capitol Hill,Portland
481925,Central,2602,4,2,2001,6708,Greenwood,Portland
447402,Northwest,2209,3,2,1989,4172,Hawthorne,Seattle
462268,Central,1854,4,2,2008,4401,Brighton,San Francisco
355905,Northeast,2835,3,3,1990,6596,Greenwood,Portland
334544,Northeast,1899,5,3,2007,5217,Capitol Hill,San Jose
399730,Southwest,1335,4,2,1981,4592,Hawthorne,San Francisco
386385,Northeast,2383,4,2,2000,6344,Greenwood,Seattle
363741,Southwest,1758,3,3,2010,6175,Capitol Hill,San Jose
455710,Northwest,2595,4,1,2020,3510,Greenwood,Seattle
476424,Northeast,2047,3,2,1996,6182,Capitol Hill,Seattle
407072,Central,2441,2,3,2006,4869,Greenwood,San Jose
518202,Northwest,2760,3,1,2009,5990,Brighton,Seattle
308664,Central,1716,5,3,2020,5421,Brighton,Seattle
384507,Central,1973,4,3,1987,6113,Brighton,Seattle
342654,Central,2169,2,3,2016,5489,Brighton,Seattle
250677,Northwest,2815,5,1,1984,4252,Hawthorne,Seattle
393385,Northwest,1936,3,2,2005,3890,Brighton,San Francisco
390260,Northeast,1962,3,2,1985,4153,Greenwood,Portland
521075,Central,2391,3,2,1995,4386,Hawthorne,San Francisco
450464,Southwest,1969,4,4,1980,5938,Greenwood,San Francisco
318065,Northeast,2261,4,3,1988,6460,Capitol Hill,Portland
548327,Northwest,1579,3,2,2000,5188,Brighton,Portland
497682,Southwest,3085,4,4,1986,4603,Greenwood,San Jose
446567,Northwest,1660,3,3,2022,5530,Greenwood,Seattle
381881,Southwest,2071,4,2,1994,3526,Greenwood,Portland
323244,Northeast,2187,3,2,2003,6119,Capitol Hill,San Jose
370223,Southwest,2965,4,2,1984,5428,Capitol Hill,San Jose
487099,Northeast,1670,4,4,2017,5573,Capitol Hill,San Francisco
550766,Northwest,2993,4,2,2008,4963,Greenwood,San Jose
523459,Southwest,2502,3,3,1990,4876,Capitol Hill,Seattle
360892,Central,2366,4,2,1983,3850,Brighton,San Francisco
310430,Central,1806,2,3,1989,6367,Capitol Hill,Portland
411270,Northwest,2428,5,1,2013,4239,Capitol Hill,San Francisco
258524,Southwest,1910,2,4,1983,4779,Greenwood,San Francisco
425853,Central,2706,3,4,1989,4552,Greenwood,Seattle
388191,Northeast,1811,4,2,2012,6332,Greenwood,Seattle
362717,Southwest,2154,4,3,1997,4915,Greenwood,San Francisco
272423,Southwest,1977,2,3,1991,6463,Brighton,Portland
441088,Central,1804,5,4,2002,6082,Greenwood,Seattle
357383,Northeast,2496,5,2,2004,4555,Hawthorne,San Francisco
306406,Northeast,2414,4,2,2016,5398,Hawthorne,Seattle
170219,Northeast,2683,3,3,1983,3803,Greenwood,Seattle
397798,Southwest,1488,4,3,1992,5899,Greenwood,San Jose
541780,Northwest,2625,3,2,1997,4844,Brighton,Portland
532900,Southwest,3202,3,3,2008,4443,Hawthorne,San Francisco
363432,Southwest,2019,5,1,2009,5226,Capitol Hill,San Francisco
351823,Central,2958,5,3,2017,5035,Brighton,San Jose
437501,Northwest,2094,5,2,2007,5782,Capitol Hill,San Francisco
320129,Northeast,1651,3,2,1986,7399,Greenwood,San Francisco
424143,Central,2077,3,2,2003,6822,Hawthorne,San Jose
461286,Southwest,2619,3,2,2020,4306,Capitol Hill,San Jose
498154,Northwest,1864,3,2,1989,7035,Hawthorne,San Francisco
391987,Northeast,1959,3,2,2016,5546,Capitol Hill,San Jose
383706,Northeast,2437,3,2,2006,2956,Brighton,Seattle
329761,Southwest,2201,4,2,2000,5272,Greenwood,Seattle
333849,Northeast,2433,4,3,2015,3941,Hawthorne,Seattle
381881,Northeast,2295,4,2,2022,5061,Brighton,Seattle
429389,Northwest,2391,4,2,2008,7408,Hawthorne,San Jose
473086,Central,2027,2,3,1986,4189,Capitol Hill,Portland
335745,Northwest,2292,2,4,1992,4160,Capitol Hill,Portland
519415,Central,1829,4,3,2002,5401,Greenwood,San Francisco
378310,Central,2715,4,1,2004,4682,Capitol Hill,Portland
398290,Central,1946,4,3,2020,5244,Greenwood,Seattle
340223,Northeast,2651,2,4,1992,5608,Greenwood,San Jose
206060,Northwest,2106,3,2,2016,4019,Brighton,Seattle
470723,Northeast,2280,4,4,2009,5728,Greenwood,Seattle
458947,Southwest,2002,5,2,2005,4738,Brighton,San Jose
377493,Northwest,1793,5,2,1991,6572,Hawthorne,Seattle
405359,Central,1502,4,2,1980,4626,Capitol Hill,Seattle
441275,Northeast,1777,4,3,1997,4788,Capitol Hill,San Jose
274996,Northeast,2070,4,2,2000,4568,Capitol Hill,San Jose
357675,Northwest,2284,4,2,2003,5085,Greenwood,San Francisco
463541,Northwest,2604,4,1,1996,4058,Brighton,San Francisco
299656,Central,2021,5,2,2021,6022,Brighton,Seattle
423484,Central,1847,4,2,1988,4972,Brighton,San Francisco
291473,Southwest,1622,5,2,2019,6311,Greenwood,Portland
437314,Central,2392,3,2,2007,5558,Capitol Hill,Portland
397148,Northeast,2753,4,4,1994,7212,Capitol Hill,Seattle
270789,Southwest,2706,4,2,1992,5241,Brighton,San Francisco
493179,Southwest,2483,3,2,2007,5142,Greenwood,Seattle
341232,Southwest,2455,4,2,1996,6088,Capitol Hill,San Francisco
335179,Northwest,2879,3,2,1988,3423,Greenwood,San Jose
416045,Central,2332,4,1,2000,5020,Hawthorne,San Jose
491890,Southwest,2458,4,2,2009,5413,Hawthorne,San Jose
318734,Northwest,2071,3,3,1990,6224,Greenwood,San Jose
404934,Northwest,1655,3,2,2009,6430,Hawthorne,Seattle
434305,Southwest,1926,4,2,2015,6619,Capitol Hill,Seattle
455448,Southwest,2196,4,1,2004,5204,Brighton,Seattle
414115,Northeast,2224,3,3,1986,4763,Greenwood,Portland
370637,Southwest,2970,5,3,1999,5558,Hawthorne,San Jose
333792,Northeast,2232,4,1,2014,5233,Brighton,San Jose
406891,Southwest,2671,4,2,1989,3825,Capitol Hill,San Jose
314228,Southwest,2025,2,4,2014,5663,Capitol Hill,San Francisco
166291,Central,2075,5,2,1980,4585,Greenwood,San Francisco
434924,Southwest,1668,3,2,1993,5272,Brighton,Portland
472314,Southwest,1903,4,2,1984,5211,Capitol Hill,Portland
210965,Northeast,2410,4,2,2019,7641,Greenwood,San Francisco
319221,Northeast,2203,3,4,2017,6399,Hawthorne,San Francisco
449532,Central,2577,4,4,2013,6140,Brighton,Seattle
564599,Southwest,2272,3,3,2003,6471,Capitol Hill,Seattle
401663,Southwest,2059,4,2,1983,5153,Hawthorne,San Francisco
341759,Northeast,3059,4,2,2006,4256,Brighton,San Jose
385368,Northwest,2162,5,2,1984,3339,Brighton,San Francisco
509990,Northwest,2665,5,4,2022,6040,Brighton,Seattle
348322,Northwest,2039,4,3,1992,6053,Capitol Hill,Portland
336064,Northeast,2483,4,2,2019,4740,Brighton,San Francisco
361380,Northeast,2571,4,1,2000,4862,Hawthorne,San Francisco
323733,Northwest,2283,3,2,2016,4698,Capitol Hill,San Jose
409813,Northwest,1258,4,4,2011,4700,Brighton,Portland
529974,Southwest,2207,5,2,2017,4995,Hawthorne,San Jose
425846,Northeast,2692,3,2,2010,5836,Capitol Hill,Portland
379811,Northeast,2410,3,1,2011,6562,Brighton,San Jose
376655,Northwest,2378,3,2,1994,5476,Greenwood,Portland
274944,Northwest,1511,3,4,2009,6766,Greenwood,San Francisco
470648,Central,1911,2,4,2022,7871,Brighton,San Francisco
393773,Northeast,2364,3,4,1986,5899,Greenwood,San Francisco
385561,Central,2364,3,3,2017,5438,Capitol Hill,Seattle
655448,Southwest,2685,4,2,2010,3173,Brighton,Portland
423900,Central,2142,3,2,2005,6104,Hawthorne,Portland
339856,Northwest,2362,4,2,2015,5562,Greenwood,San Jose
365891,Northeast,2206,5,3,2022,5587,Brighton,Seattle
491875,Northeast,1805,5,2,2005,5277,Capitol Hill,San Jose
409061,Central,1297,4,3,1981,5065,Brighton,Seattle
284937,Central,2372,2,2,2022,4500,Hawthorne,San Jose
473538,Southwest,2269,5,2,2022,6307,Hawthorne,Seattle
346548,Southwest,1952,4,3,1988,2791,Brighton,San Jose
549863,Northwest,1552,3,4,1984,5943,Brighton,San Jose
486403,Northwest,2451,3,2,2006,3984,Brighton,Seattle
364214,Northwest,2093,3,1,1991,6779,Brighton,Portland
502481,Central,2422,3,4,2014,5167,Capitol Hill,San Jose
405428,Central,2945,2,3,2008,6059,Brighton,Seattle
468221,Northeast,1343,5,2,1995,5691,Capitol Hill,Seattle
438778,Northwest,1920,4,2,1998,6694,Brighton,Portland
332291,Central,2116,4,2,2022,7344,Capitol Hill,Portland
348516,Northeast,2781,4,2,2006,6659,Hawthorne,Portland
482396,Northwest,1545,4,3,1997,6118,Greenwood,Portland
373217,Southwest,2974,5,2,2020,5216,Brighton,San Jose
367708,Southwest,2254,5,2,1992,5985,Brighton,San Jose
323590,Central,2161,3,1,2009,6528,Hawthorne,San Francisco
433887,Northeast,2120,5,2,2005,5113,Greenwood,San Jose
565001,Southwest,2025,4,2,1985,5568,Hawthorne,San Francisco
314597,Northeast,2619,2,2,1982,4737,Hawthorne,San Francisco
401937,Northeast,1772,4,1,2002,6366,Brighton,San Jose
512977,Southwest,2338,4,2,1991,6001,Brighton,San Francisco
393628,Northeast,2046,5,2,2020,4229,Hawthorne,Portland
436189,Southwest,1895,3,1,2020,5837,Brighton,San Francisco
315008,Central,3234,4,3,1994,5304,Brighton,San Jose
434264,Northwest,2367,2,2,1980,5627,Brighton,Seattle
385028,Northwest,2445,3,1,1987,4799,Greenwood,San Jose
478858,Central,2655,2,2,2010,6817,Greenwood,Seattle
494990,Southwest,1631,4,4,1990,4844,Brighton,Seattle
607165,Southwest,2900,4,4,1996,7625,Hawthorne,San Francisco
446370,Southwest,1196,3,1,2006,5649,Greenwood,San Francisco
426063,Southwest,1892,4,3,2010,5206,Hawthorne,Seattle
415550,Central,2016,3,2,2006,5948,Capitol Hill,San Francisco
371746,Northwest,2432,3,1,1993,5809,Capitol Hill,Portland
427078,Northeast,2287,4,2,2002,7479,Brighton,San Jose
376367,Northeast,2133,2,2,1984,5964,Hawthorne,San Francisco
413476,Northwest,2195,4,2,2009,3645,Hawthorne,Seattle
505407,Central,1808,2,3,2013,4865,Capitol Hill,Seattle
319476,Northeast,1601,3,3,1998,6310,Greenwood,San Jose
491190,Northwest,2490,4,2,2010,5326,Hawthorne,San Francisco
505369,Central,2477,4,2,1995,4997,Hawthorne,San Francisco
390554,Northeast,2833,2,2,2006,4829,Greenwood,Seattle
230251,Southwest,1883,4,2,2005,4580,Brighton,San Jose
351374,Southwest,2477,4,4,2018,5754,Capitol Hill,Seattle
503759,Central,2086,4,3,2008,4834,Hawthorne,San Jose
398170,Southwest,2676,3,4,2018,6844,Brighton,San Francisco
320055,Central,2608,4,3,2008,4671,Brighton,San Francisco
359618,Northwest,2284,4,2,2010,4197,Brighton,San Jose
467249,Northwest,2064,2,2,1981,5480,Greenwood,Seattle
443738,Northeast,2584,5,2,1985,3464,Brighton,Seattle
380885,Central,2458,5,2,1988,3093,Hawthorne,Seattle
370654,Northeast,1926,5,3,1994,6124,Brighton,San Jose
368659,Northeast,1668,4,2,1999,5554,Brighton,San Jose
326207,Northwest,2084,4,2,1981,3413,Brighton,Seattle
529230,Northeast,2806,4,3,1982,5590,Capitol Hill,Seattle
374214,Southwest,2658,4,3,2009,5208,Hawthorne,San Jose
497372,Northeast,1755,4,2,1987,3976,Capitol Hill,San Jose
521705,Central,1732,4,3,2019,6231,Capitol Hill,Seattle
479864,Southwest,2709,3,1,2000,7018,Brighton,Seattle
365470,Northwest,1745,3,2,2018,7424,Brighton,San Francisco
432298,Central,2403,5,1,2022,5826,Brighton,Portland
398064,Southwest,1953,2,1,1992,5522,Greenwood,San Jose
327703,Central,2846,4,3,2019,7274,Hawthorne,Portland
425948,Southwest,1891,5,2,2020,5752,Greenwood,San Jose
305676,Central,2657,4,3,2016,5159,Hawthorne,San Francisco
495014,Central,2273,5,3,2011,4844,Brighton,San Jose
362830,Southwest,2300,4,2,1993,6053,Hawthorne,San Jose
416092,Northwest,1411,2,3,1980,3863,Hawthorne,Portland
422663,Northwest,1318,4,2,2006,6659,Capitol Hill,San Francisco
379287,Central,2111,3,2,2003,4109,Hawthorne,San Francisco
446935,Central,2298,3,3,2001,4652,Hawthorne,San Francisco
362007,Northwest,1749,3,3,1993,5809,Capitol Hill,San Francisco
469703,Northwest,1764,3,2,1987,7245,Greenwood,San Jose
292321,Northeast,2424,3,4,2006,5231,Hawthorne,Portland
410110,Northwest,2425,3,2,1982,4449,Greenwood,San Francisco
555114,Central,2144,4,4,2012,6567,Greenwood,Seattle
319973,Southwest,2512,4,2,2000,5059,Brighton,San Francisco
345780,Northwest,1730,3,2,2011,3820,Hawthorne,Portland
441112,Northeast,2057,3,2,2019,6106,Capitol Hill,Portland
414366,Northeast,2859,4,2,2020,5277,Capitol Hill,Portland
428050,Northeast,2227,4,2,2020,5256,Brighton,Portland
439134,Southwest,2250,5,3,2011,6237,Capitol Hill,Seattle
450777,Northwest,3122,2,2,2003,6327,Hawthorne,San Francisco
488775,Northwest,1640,5,1,1990,4748,Greenwood,San Jose
432785,Northwest,2518,4,2,2016,5622,Greenwood,San Jose
380699,Southwest,2865,4,1,2000,3941,Capitol Hill,Seattle
453805,Southwest,2070,2,3,1997,5242,Capitol Hill,San Francisco
551990,Central,2543,3,3,1990,4622,Capitol Hill,San Francisco
389389,Northeast,1807,3,4,2006,5289,Greenwood,San Jose
322037,Northeast,1925,3,2,2022,5090,Hawthorne,Seattle
488566,Northwest,2353,4,2,2017,5318,Hawthorne,San Jose
390369,Southwest,2519,4,2,1980,3828,Hawthorne,Seattle
226186,Southwest,2648,4,4,2008,4182,Hawthorne,Portland
467793,Northwest,2827,4,3,2000,5283,Hawthorne,San Francisco
357173,Northwest,2173,4,2,2008,6994,Brighton,San Francisco
392757,Central,2677,3,2,1988,6232,Capitol Hill,San Francisco
426558,Northeast,2063,5,3,1986,5933,Hawthorne,San Francisco
415239,Northeast,2560,4,3,2017,4904,Brighton,San Francisco
456756,Northeast,2282,3,3,2010,4555,Hawthorne,San Francisco
365161,Central,2378,3,2,2006,6124,Capitol Hill,Portland
441048,Northwest,2369,4,4,2021,4335,Hawthorne,San Francisco
379236,Northwest,1558,4,1,2011,7131,Hawthorne,Portland
459104,Northeast,1750,2,4,1984,5456,Hawthorne,San Francisco
449229,Northeast,2241,4,3,2012,7514,Capitol Hill,San Francisco
325164,Central,1525,4,3,1994,7203,Greenwood,Seattle
486878,Southwest,2532,4,3,1984,5921,Capitol Hill,San Francisco
357122,Southwest,2548,2,1,1999,5881,Greenwood,San Jose
464644,Northeast,2330,3,1,2017,4854,Brighton,Seattle
429382,Central,1751,5,2,2016,6822,Brighton,Seattle
547054,Northeast,2752,5,1,1996,5118,Hawthorne,Seattle
382122,Southwest,3014,3,2,1983,3811,Hawthorne,San Jose
372054,Northeast,2258,3,2,2000,6653,Hawthorne,Portland
398446,Southwest,2404,3,3,2013,6045,Capitol Hill,Seattle
375745,Southwest,2280,3,2,2019,4985,Hawthorne,Seattle
463995,Southwest,2412,4,3,1984,5764,Greenwood,Seattle
270695,Northwest,2152,5,3,1983,5532,Brighton,San Francisco
315705,Northwest,2186,3,2,2001,6978,Brighton,Portland
314575,Northeast,2562,2,2,1993,4493,Brighton,San Jose
476024,Southwest,3138,5,2,1983,6990,Greenwood,San Jose
536849,Northwest,1639,2,3,1987,6830,Hawthorne,Portland
391644,Northeast,2158,5,2,1982,4859,Greenwood,Portland
386494,Northeast,1727,4,2,2008,5920,Greenwood,Portland
405604,Northeast,2836,5,3,2005,6047,Capitol Hill,San Francisco
492950,Northeast,1964,3,1,2009,8478,Capitol Hill,Seattle
325811,Northeast,1622,2,3,1991,4719,Brighton,San Francisco
419069,Central,2455,3,2,1994,3574,Greenwood,Portland
478015,Southwest,2897,3,3,2020,3489,Brighton,San Francisco
440087,Northeast,2465,3,4,1981,5711,Greenwood,San Jose
415166,Central,2281,5,3,1980,6524,Brighton,San Francisco
480083,Southwest,2363,4,2,2007,4610,Brighton,Portland
183741,Northwest,2765,4,2,2019,5308,Hawthorne,Seattle
454230,Northeast,1850,3,3,2014,5057,Brighton,San Francisco
347673,Central,2155,4,2,2013,4356,Capitol Hill,Portland
253549,Northwest,2018,4,1,1983,6103,Greenwood,San Francisco
440896,Central,1732,3,3,1997,3753,Brighton,San Jose
509892,Southwest,2068,5,2,1991,6138,Greenwood,San Francisco
389004,Southwest,2643,3,1,2000,5069,Brighton,San Francisco
476229,Northwest,2426,3,4,1989,6484,Capitol Hill,Seattle
528982,Central,2457,2,2,2000,5672,Hawthorne,San Francisco
505193,Northeast,2258,4,2,2019,3949,Hawthorne,San Francisco
531197,Northeast,2409,4,3,2004,5812,Greenwood,San Jose
459370,Northwest,1879,3,3,1996,5117,Brighton,San Jose
406034,Northwest,2076,3,1,1985,6593,Capitol Hill,San Jose
271842,Northwest,2276,2,3,1993,6227,Greenwood,Seattle
380315,Central,2311,3,3,2016,6643,Hawthorne,San Jose
332540,Northeast,2328,3,2,2019,5154,Greenwood,San Jose
573675,Northeast,2144,3,2,2019,4583,Greenwood,San Francisco
385929,Northeast,2049,3,1,1997,5485,Brighton,San Francisco
409856,Northwest,3463,5,3,2009,6233,Capitol Hill,Seattle
444118,Northeast,2562,4,3,1988,4541,Hawthorne,San Jose
403488,Southwest,2365,4,2,1993,5808,Hawthorne,Portland
535604,Northwest,2106,2,3,1996,5876,Capitol Hill,San Francisco
350188,Northeast,2019,3,3,2013,6875,Brighton,Portland
415568,Central,2147,3,2,2001,4457,Capitol Hill,Portland
340602,Northwest,2317,3,3,2011,5992,Capitol Hill,San Jose
294398,Southwest,1447,3,1,1991,5008,Brighton,Portland
351058,Southwest,1572,5,4,1995,4744,Brighton,Seattle
397037,Central,1945,5,2,2001,7442,Hawthorne,Seattle
365655,Central,2282,2,3,2017,5945,Hawthorne,San Francisco
344606,Northwest,2104,3,3,2018,7036,Brighton,Portland
287494,Northwest,2791,5,2,1981,4752,Greenwood,Seattle
393351,Southwest,1607,2,3,1987,7176,Hawthorne,Seattle
279622,Central,1899,4,3,1980,5092,Brighton,Portland
460804,Northwest,2808,5,4,2020,6295,Brighton,Seattle
406595,Southwest,2252,5,2,2019,4554,Greenwood,Portland
283395,Central,2553,3,2,2020,4427,Capitol Hill,Seattle
375263,Southwest,3020,3,4,1984,5473,Brighton,Portland
339827,Northeast,1922,3,3,2015,7048,Greenwood,Seattle
425533,Central,2160,5,3,1996,6763,Greenwood,Seattle
507236,Northwest,2091,5,4,2020,5641,Hawthorne,Seattle
249986,Northwest,1418,4,1,2009,5176,Brighton,San Jose
409202,Northeast,2075,4,2,1994,5818,Hawthorne,San Jose
387189,Central,2552,4,2,1999,4447,Capitol Hill,Seattle
453707,Southwest,2416,4,3,2015,5640,Capitol Hill,San Jose
417055,Northwest,2447,4,3,1981,5547,Hawthorne,Portland
339842,Northeast,2049,4,4,1983,5551,Hawthorne,San Jose
374475,Northeast,1937,4,2,2003,5964,Brighton,San Francisco
336317,Central,2707,3,3,2021,6292,Brighton,San Francisco
486080,Central,2001,4,4,1981,3109,Brighton,Seattle
401704,Northwest,2317,3,3,1981,4669,Capitol Hill,San Jose
552095,Northeast,2265,3,2,1980,4844,Hawthorne,San Francisco
395147,Southwest,2784,4,3,1992,5341,Greenwood,Seattle
343327,Northeast,2588,4,4,1985,5429,Hawthorne,San Francisco
278902,Southwest,1681,5,4,2001,6134,Greenwood,Seattle
255748,Southwest,1724,3,3,1996,5822,Brighton,San Francisco
273269,Northwest,2431,4,3,2001,6698,Brighton,San Francisco
421370,Northeast,2174,3,2,2022,5199,Hawthorne,San Jose
440698,Southwest,2017,5,2,1985,4820,Greenwood,Seattle
273504,Central,2606,2,4,1982,5360,Capitol Hill,San Francisco
471603,Southwest,2274,4,2,1985,5529,Brighton,Seattle
361355,Central,2220,4,2,1996,5599,Brighton,San Jose
411743,Central,2511,3,2,2014,5244,Hawthorne,San Francisco
528977,Northeast,2049,5,2,2016,6585,Hawthorne,Portland
471747,Central,2827,5,3,2014,6485,Capitol Hill,Portland
378517,Southwest,1884,3,2,2002,6587,Hawthorne,Portland
328704,Central,2462,2,4,1987,4513,Capitol Hill,Seattle
227854,Northeast,2773,3,4,1986,6224,Greenwood,San Jose
342467,Northwest,1649,3,2,1989,7105,Capitol Hill,Seattle
383109,Southwest,2062,5,2,2005,6619,Greenwood,Seattle
321025,Southwest,2656,5,3,1989,4986,Brighton,Portland
389499,Northeast,2662,2,3,1998,5168,Hawthorne,San Jose
406148,Northeast,2131,3,2,2002,3930,Brighton,San Francisco
